Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
16.41,204.01,155.16,68.90,457.20,2546.44,19.29,240.59,267.48,110.98,32.15,580.00,17.80,22.71,82.60,3.76,37.27,227.51,98.97,11.73,449.36,121.70,44.75,193.46,134.63,58.82,654.51,158.83,32.39,120.98,185.01,74.18,84.34,70.80,967.86,160.99,345.14,278.64,51.97,188.33,43.95,121.09,957.86,278.96,195.12,74.06,37.53,163.40,23.66,338.39,162.79,158.91,129.67,199.84,132.90,121.41,56.97,37.24,28.23,20.42,22.77,17.13,26.04,25.78,27.58,277.63,33.00,25.24,8.90,450.36,1228.86,16.29,18.45,162.67,38.90,29.05,21.84,68.78,49.43,20.30,64.26,184.78,15.56,97.29,95.79,58.28,6.29,23.70,47.12,25.21,31.27,11.93,19.54,27.07,10.52,14.42,15.50,25.94,,495.29,130.74,267.99,25.86,110.40,130.95,31.03,22.86,356.57,11.31,74.26,208.70,115.61,154.45,234.62,33.25,29.98,67.22,14.34,182.45,68.55,40.61,144.41,112.65,157.49,42.13,739.09,2456.95,609.10,1137.32,232.09,101.28,57.33,1561.23,41.97,55.00,79.68,22.17,150.38,305.98,22.23,62.28,143.44,736.19,43.25,1119.38,890.09,26.97,71.63,19.50,73.00
18.02,216.81,160.53,79.78,462.90,2577.35,21.05,249.56,273.27,118.96,46.09,598.68,18.58,23.67,88.70,4.12,44.66,237.64,107.03,12.05,469.75,126.12,44.28,218.77,143.37,63.76,668.21,161.28,32.17,125.98,199.69,73.59,88.52,71.57,1003.19,166.44,361.11,269.62,78.87,196.04,46.26,130.09,980.83,297.52,212.65,76.87,37.31,176.81,25.47,357.53,164.03,178.07,131.12,207.43,136.84,124.73,65.50,37.22,28.89,20.27,23.09,19.60,26.09,23.61,39.56,283.40,34.23,27.03,11.71,494.10,1266.00,16.82,21.05,164.25,38.78,29.37,28.00,74.83,57.90,20.14,71.61,170.68,20.57,96.84,97.47,66.95,6.29,25.68,52.48,26.88,30.61,17.57,17.64,28.55,10.52,15.34,20.37,41.42,,468.54,142.62,298.92,26.88,119.09,130.66,30.84,26.99,367.85,16.14,74.75,216.94,118.85,167.24,253.35,37.09,28.94,70.00,16.07,193.64,79.73,45.77,151.94,122.51,181.30,42.38,825.38,2525.48,633.37,1147.93,237.99,110.28,59.58,1622.00,45.01,62.81,87.65,22.09,149.62,305.74,23.89,63.56,149.22,748.45,43.67,1189.40,943.43,29.99,76.41,22.00,74.50
17.10,225.03,163.13,86.20,515.92,2594.39,21.62,256.96,281.19,125.54,57.33,622.56,16.24,24.34,92.16,3.91,50.93,248.04,110.56,13.84,488.14,131.00,45.64,230.24,148.06,62.92,686.69,162.94,32.81,133.87,203.36,73.11,89.75,76.52,1028.40,167.35,370.96,271.00,89.59,200.19,48.94,130.06,985.74,301.79,218.77,80.85,38.52,186.49,22.48,361.78,163.82,187.87,133.58,211.92,143.93,123.87,57.97,37.31,29.41,18.47,23.33,19.69,26.27,22.52,39.87,285.27,36.08,26.80,8.77,503.70,1262.16,15.88,21.57,165.64,39.37,29.23,29.57,79.47,60.25,18.50,74.88,179.04,24.79,95.63,92.78,72.19,6.31,24.57,57.36,26.54,29.13,18.27,17.64,29.23,10.54,15.66,23.23,43.40,,407.62,149.50,321.00,27.84,127.65,143.75,30.84,34.35,388.01,18.75,72.03,224.82,122.85,187.18,263.67,38.05,29.62,71.83,17.95,196.45,89.68,55.36,149.94,128.13,184.31,45.81,879.41,2512.57,629.44,1163.01,263.60,113.11,64.27,1632.97,47.54,68.67,88.22,22.98,150.21,310.77,25.03,62.55,160.88,732.65,45.55,1215.67,964.88,28.56,79.83,24.00,74.50
15.89,225.08,192.07,87.28,504.10,2627.26,23.16,263.27,281.00,127.73,62.42,617.13,16.00,25.18,96.94,4.11,53.14,246.84,109.97,14.12,498.78,133.97,45.87,238.03,153.35,62.05,692.50,166.94,33.45,129.70,205.08,73.55,87.78,77.36,1048.35,165.83,369.05,269.22,89.02,205.70,51.19,129.40,996.72,300.59,224.53,81.65,37.09,193.95,22.86,365.12,164.86,196.45,134.13,212.91,153.06,124.58,55.39,37.26,29.08,20.38,24.79,17.59,26.10,27.46,41.16,285.47,37.61,26.95,11.54,502.32,1272.72,14.90,21.45,168.50,41.08,29.74,28.79,78.52,58.52,17.48,77.82,179.24,25.34,97.21,94.21,71.98,6.23,26.69,65.91,27.54,26.59,19.23,19.11,28.09,7.96,16.37,26.43,45.70,,406.64,156.20,343.04,28.23,131.88,147.28,30.84,36.92,396.00,20.03,79.20,224.30,121.30,192.01,268.98,39.18,31.75,71.85,19.17,199.33,93.23,54.93,152.22,127.75,189.75,45.98,874.04,2492.92,620.65,1167.50,266.28,115.69,72.02,1627.08,47.91,67.63,91.59,25.24,151.59,314.39,25.96,62.81,157.61,739.64,47.03,1230.12,970.26,28.28,81.21,24.00,86.50
16.54,229.66,204.45,84.91,522.89,2613.18,28.48,271.88,276.89,129.58,65.00,605.61,16.57,25.39,103.05,3.98,49.91,247.02,108.17,12.06,500.72,137.16,45.14,255.83,153.64,59.42,697.62,170.07,33.63,143.19,200.23,71.55,88.50,76.06,1056.36,163.94,381.03,265.24,79.94,206.49,52.84,124.21,995.58,301.89,224.06,80.12,36.84,195.38,21.48,366.92,163.61,204.66,134.94,215.60,154.30,124.52,67.70,37.06,28.48,20.45,24.30,16.64,27.95,25.89,39.97,287.75,36.38,26.78,11.57,500.28,1274.82,17.17,21.42,164.36,42.95,30.52,29.16,83.25,59.22,17.88,78.83,171.80,24.28,98.88,87.11,71.71,6.25,27.66,68.80,28.09,27.46,18.53,18.79,29.18,10.09,18.51,23.84,45.88,,429.86,158.17,361.49,29.23,136.49,150.91,31.36,39.69,404.90,20.46,82.79,230.49,122.13,194.98,275.00,37.05,33.42,74.22,19.15,199.10,90.09,56.75,147.64,128.50,187.43,49.20,880.75,2481.73,621.12,1161.92,267.44,118.47,69.56,1612.18,49.66,71.22,88.98,25.10,155.29,320.68,28.46,60.89,160.56,738.45,45.97,1219.73,981.01,28.55,83.78,25.00,90.50
16.61,221.04,208.20,86.82,506.69,2621.52,26.51,272.96,279.19,128.89,64.01,600.69,15.93,25.53,105.56,4.10,50.20,245.85,105.22,10.97,498.46,138.53,45.44,256.46,153.56,59.73,704.69,173.43,34.05,134.48,195.38,74.05,89.65,78.00,1060.45,162.18,371.50,260.46,81.48,204.53,53.31,128.87,998.02,300.09,226.06,82.98,36.35,194.38,20.40,370.58,164.59,208.25,134.19,215.69,155.32,127.47,83.22,37.41,27.95,19.39,24.37,17.32,29.79,29.08,36.09,289.06,38.22,27.31,13.01,498.90,1280.70,16.16,21.61,168.43,44.75,31.16,28.06,85.44,61.82,17.82,81.64,171.36,25.27,101.94,89.47,71.87,6.22,26.55,66.50,27.91,30.90,17.76,17.18,28.13,10.59,20.40,21.59,47.16,,412.06,160.25,376.23,28.75,144.31,142.94,31.34,38.44,411.45,22.95,82.14,232.55,122.48,196.48,283.82,37.73,32.85,74.61,18.96,199.29,90.75,58.64,146.89,127.41,188.75,50.91,880.31,2473.41,617.60,1166.35,273.21,117.88,73.49,1584.64,48.69,72.84,91.12,24.52,155.37,315.67,27.93,61.88,161.87,739.68,45.87,1219.20,986.06,27.33,83.86,24.00,89.00
17.59,218.74,212.28,87.22,508.83,2658.06,28.87,272.39,278.15,128.06,59.66,607.52,16.27,26.02,109.75,4.03,54.78,248.49,103.72,11.05,497.48,138.75,44.76,251.41,151.53,59.48,710.82,175.37,33.75,132.25,194.28,77.68,90.31,76.85,1071.85,162.09,359.46,257.98,82.78,202.99,53.50,132.06,997.31,307.04,226.99,83.70,34.70,189.97,19.70,369.99,165.56,216.88,134.60,215.37,158.21,127.54,70.52,37.00,29.05,20.49,24.45,14.71,29.49,29.31,41.78,285.72,41.74,26.98,13.38,502.08,1265.64,16.53,21.45,163.33,46.44,30.39,26.23,85.85,63.01,18.87,80.80,172.56,24.80,99.59,88.58,70.63,6.21,25.69,65.24,28.54,34.93,18.16,18.41,27.71,10.59,21.27,22.70,47.93,,389.12,160.28,388.25,28.54,144.50,154.37,29.31,38.50,411.47,23.36,87.22,231.77,121.71,195.41,284.07,38.47,31.70,74.16,19.27,196.28,89.97,58.47,149.69,130.34,189.01,52.05,873.21,2455.55,620.60,1164.93,270.27,116.92,77.91,1590.13,47.71,72.62,86.98,23.23,150.98,316.69,27.23,62.46,161.68,743.65,45.97,1203.69,977.13,28.52,84.10,24.00,94.00
17.23,215.13,191.08,87.25,528.23,2659.89,29.93,269.30,276.46,126.58,48.39,603.28,17.62,25.54,113.02,3.92,48.95,250.27,102.96,7.75,493.69,138.38,44.27,246.38,150.44,57.95,712.83,174.07,33.59,144.25,193.73,77.75,90.11,75.25,1063.71,160.02,353.74,253.38,85.29,204.96,52.96,128.47,1004.56,313.26,223.56,83.06,32.02,190.62,19.51,368.06,162.20,213.53,134.16,213.34,159.29,128.42,70.25,36.89,28.45,19.60,25.27,10.18,28.51,28.23,44.37,281.76,39.34,26.59,12.67,493.08,1264.98,17.13,21.73,160.00,45.86,30.46,26.24,83.44,62.90,19.88,81.98,177.51,25.03,97.17,86.44,74.71,6.21,26.09,62.13,23.70,30.86,17.92,17.93,27.62,10.66,21.35,22.16,47.03,,374.20,157.83,381.82,29.00,147.80,147.46,29.05,43.86,411.00,22.19,87.01,230.92,120.66,179.88,291.62,38.45,33.98,72.91,19.42,195.42,86.08,52.67,148.51,130.64,190.38,51.51,871.32,2456.37,611.96,1164.39,273.34,118.76,83.71,1583.17,47.01,71.20,92.47,22.40,149.20,311.20,26.19,61.52,154.01,743.96,45.77,1201.35,976.47,27.55,83.63,24.50,82.00
16.92,219.07,180.73,83.69,532.99,2645.39,30.62,269.51,272.98,121.75,38.62,595.13,15.22,22.05,110.28,4.03,43.32,239.33,102.72,6.80,492.43,135.19,44.50,240.31,148.52,56.59,713.18,171.75,33.42,147.66,190.09,78.55,89.63,74.34,1043.26,157.26,337.14,243.93,84.17,202.00,50.88,126.80,996.92,307.03,220.56,82.66,28.94,190.34,19.81,355.11,162.19,209.93,134.88,211.70,161.85,126.95,67.56,37.91,27.64,20.80,25.20,8.79,26.14,29.43,51.41,279.82,39.02,26.65,11.94,478.02,1259.82,16.55,21.85,155.01,47.01,30.44,26.97,83.45,64.25,19.70,83.15,172.38,25.42,92.67,82.91,74.92,6.23,26.77,55.87,18.02,32.70,17.94,17.96,28.16,10.65,21.41,24.80,47.36,,361.73,152.99,362.02,28.62,146.91,120.19,27.98,46.96,403.68,18.72,76.78,225.70,120.14,167.71,291.69,36.77,31.82,71.53,18.52,191.43,80.38,50.06,144.37,127.81,185.85,49.07,856.10,2434.23,592.94,1155.35,276.68,115.52,81.38,1536.02,45.71,66.62,86.89,21.62,146.34,302.70,24.34,59.98,151.85,671.33,44.94,1168.12,944.52,25.93,75.92,24.50,78.00
15.46,189.01,175.20,67.12,526.66,2636.41,29.71,252.18,268.97,110.84,21.48,573.07,14.63,21.32,103.01,2.58,33.75,199.51,102.63,6.49,483.33,131.48,43.49,223.69,124.09,54.04,708.51,169.16,33.53,135.88,178.74,78.83,85.22,70.81,1026.98,156.63,320.38,240.37,78.83,201.63,47.27,119.39,984.58,305.10,208.16,79.64,28.53,187.03,14.26,342.21,159.83,199.89,134.21,204.16,162.81,123.59,65.20,36.52,27.21,21.41,26.20,9.44,25.55,29.00,53.08,276.62,37.87,26.38,13.80,428.10,1267.80,17.30,21.74,155.35,49.19,28.77,26.95,85.00,62.84,20.59,81.82,175.67,26.00,92.77,79.34,72.61,6.22,30.12,39.37,19.77,30.09,18.37,19.40,28.23,10.64,20.34,25.36,46.39,,367.59,145.69,317.93,25.53,142.32,118.59,20.23,39.19,395.14,16.00,73.42,212.84,116.12,133.89,274.27,31.36,25.77,66.95,19.41,169.52,69.86,48.01,134.68,122.63,167.84,50.30,790.42,2331.76,576.78,1132.30,270.66,114.02,80.71,1449.27,42.33,61.01,97.84,22.38,144.75,302.00,23.10,48.01,146.71,550.06,43.96,1107.43,852.16,19.97,82.40,23.50,73.50
14.82,188.65,162.53,57.44,487.67,2601.31,30.05,238.66,264.65,100.00,4.52,562.44,17.21,21.05,94.77,1.67,23.69,187.02,98.72,6.21,472.25,126.28,43.83,222.25,112.67,51.11,694.81,155.94,33.52,133.16,171.64,73.56,83.12,66.11,1001.79,156.88,304.80,239.14,75.38,200.04,41.28,115.00,981.75,302.71,194.12,77.62,29.06,177.01,12.60,312.00,158.92,189.50,132.25,203.06,158.72,119.34,67.75,36.88,27.22,20.63,25.36,9.91,24.39,29.35,44.44,274.28,41.83,26.47,12.31,397.74,1275.42,16.46,21.80,152.94,48.66,28.39,26.81,81.46,61.35,20.93,79.50,178.65,25.57,92.43,79.02,70.22,6.20,28.43,35.28,18.84,30.92,18.06,19.09,30.45,10.62,18.25,25.55,49.91,,340.06,137.92,270.30,22.60,133.11,72.58,12.55,31.15,383.35,7.56,69.12,195.58,111.35,96.84,248.87,27.21,21.23,65.07,15.55,150.69,58.78,45.92,135.68,117.99,148.25,49.85,683.44,2286.47,503.88,1116.39,260.98,99.20,83.60,901.75,37.33,67.86,64.19,22.41,126.48,301.61,21.32,40.58,134.35,384.19,42.41,624.93,793.87,14.19,56.81,21.00,65.00
14.35,183.35,144.28,55.97,465.46,2588.62,28.73,234.11,264.67,87.76,0.18,533.73,18.38,20.41,89.32,1.66,16.24,188.03,99.27,6.05,463.00,123.78,45.69,223.32,113.57,53.85,675.16,148.72,33.63,134.25,171.20,71.85,93.15,65.05,994.02,159.87,297.02,243.62,77.59,196.92,42.75,124.88,968.89,305.56,185.74,75.31,31.26,175.51,12.81,291.35,157.34,176.41,133.56,199.20,158.49,84.77,69.52,36.92,28.10,19.80,25.34,8.82,24.55,30.43,36.52,273.62,41.08,26.54,13.28,378.54,1295.28,16.31,22.60,153.94,49.70,29.00,30.18,84.42,63.94,20.34,79.23,179.62,25.93,92.94,80.38,66.69,6.23,28.03,31.73,19.71,32.60,17.95,19.12,31.06,10.62,16.43,22.69,47.97,,359.39,138.01,171.47,21.55,123.97,71.28,13.26,28.92,381.36,5.22,35.95,179.75,109.72,99.75,230.29,26.71,22.16,64.57,12.69,96.35,53.41,44.29,135.85,116.27,142.69,46.33,634.26,1973.20,462.31,1105.44,254.76,54.40,75.83,688.24,34.86,60.93,72.34,22.09,117.82,292.38,19.70,36.66,57.62,378.18,40.44,449.27,767.23,11.94,54.20,20.50,61.00
13.59,182.56,134.18,53.88,456.50,2575.62,26.72,212.58,264.89,71.13,0.06,516.68,22.37,20.81,88.19,1.55,11.88,192.43,100.70,5.95,464.73,124.47,48.16,221.20,115.48,60.37,673.64,118.13,33.66,103.00,175.42,73.22,100.66,68.42,981.60,179.78,288.75,258.85,77.50,193.41,40.02,124.38,962.92,307.12,183.32,74.31,32.88,169.76,13.18,271.22,159.59,166.94,128.88,201.89,159.22,73.37,67.80,37.58,29.68,20.83,24.59,10.57,24.21,29.84,29.76,272.71,40.51,26.27,12.04,370.26,1281.18,17.17,22.40,150.28,49.55,29.30,31.72,78.41,58.08,20.84,79.63,182.09,25.44,90.32,81.80,57.84,6.15,30.33,36.16,19.42,39.58,18.20,18.04,32.16,11.16,17.20,21.75,46.96,,383.50,139.17,139.22,20.88,112.80,115.12,16.69,27.52,375.07,6.92,25.48,166.68,113.91,130.91,223.34,22.82,17.94,62.84,12.20,81.88,46.03,41.70,137.59,116.23,138.90,42.64,635.48,1972.62,467.99,1097.00,251.94,50.41,66.28,649.50,34.23,55.95,72.12,21.65,60.61,289.53,19.23,35.55,46.86,376.71,40.60,432.74,767.85,12.88,47.80,19.50,60.50
13.24,184.38,127.11,46.96,453.96,2547.98,26.29,208.83,263.42,65.22,0.06,506.99,20.46,20.83,71.88,1.35,6.97,179.15,100.05,5.79,463.94,121.67,48.42,211.71,116.34,45.50,670.73,105.25,33.38,88.99,143.06,70.27,97.39,67.73,974.51,178.65,281.62,270.96,77.44,189.48,36.42,123.73,953.50,300.43,173.55,74.72,31.81,168.16,13.07,234.62,157.14,157.18,118.90,177.41,148.37,73.62,51.83,37.39,29.82,21.07,24.22,13.36,24.16,27.82,27.36,279.15,39.60,20.92,12.32,365.28,1284.18,17.04,17.00,148.30,42.39,29.00,31.96,71.59,49.95,22.01,64.78,182.17,17.55,90.23,82.92,44.68,6.19,26.77,39.64,19.02,33.19,14.20,19.06,32.42,11.30,16.88,17.73,30.01,,377.91,134.22,130.10,20.62,113.40,85.03,16.29,23.15,366.76,7.24,23.08,165.32,94.33,128.47,215.63,19.75,13.61,60.62,13.66,83.08,44.34,38.36,136.26,101.91,133.79,40.00,599.61,1976.62,446.98,1095.61,242.28,47.69,52.85,644.00,33.74,48.78,71.61,21.02,60.04,307.81,18.70,35.61,44.74,370.07,41.48,403.46,750.41,13.79,44.56,20.50,64.50
11.52,177.51,72.37,41.78,446.40,2526.22,22.93,191.06,263.33,63.30,0.06,493.38,17.53,18.58,53.25,1.43,7.10,167.45,87.47,6.06,449.73,114.80,40.95,176.30,113.66,44.34,666.98,105.38,29.87,65.68,90.72,60.53,94.09,46.37,955.29,176.80,264.13,205.55,53.11,188.58,32.25,98.21,955.55,289.29,169.87,73.90,33.97,166.97,13.05,226.63,90.35,151.41,106.75,170.38,143.89,51.79,18.33,37.69,30.25,19.80,23.19,16.77,24.18,28.65,26.01,279.59,39.09,19.57,12.30,359.70,1267.44,16.54,16.67,147.18,38.25,28.02,29.09,72.52,43.58,21.93,62.08,95.42,16.72,90.22,82.52,25.30,6.21,26.00,38.77,18.24,31.59,13.73,19.68,31.70,11.32,16.69,16.31,28.34,,369.03,118.37,124.93,21.38,106.62,115.62,15.27,19.12,348.44,6.89,23.02,161.62,24.68,115.83,209.54,19.31,12.76,38.81,11.56,82.78,33.01,35.34,131.99,105.54,130.80,38.99,584.85,1967.43,445.50,1087.12,241.86,37.17,49.92,637.36,33.31,43.24,48.01,20.94,60.07,305.91,18.43,34.82,43.74,338.58,41.91,357.74,744.92,13.56,42.16,21.00,55.50
8.40,166.59,37.58,39.47,439.25,2524.30,20.79,179.57,261.41,58.50,0.05,498.47,17.81,17.51,47.97,1.05,6.27,152.69,81.58,6.00,445.72,111.53,35.20,147.37,115.51,44.83,661.62,107.18,26.92,48.89,86.73,55.09,72.25,36.67,942.54,176.81,250.30,145.03,34.77,189.51,29.76,83.97,936.91,269.96,171.23,75.06,36.05,163.55,14.86,228.65,60.04,142.59,102.62,159.68,140.22,54.75,17.76,37.81,29.16,18.77,21.46,12.50,24.30,27.57,22.66,274.99,38.55,19.57,11.88,357.36,1229.70,15.03,16.24,144.56,35.35,26.49,23.62,70.69,43.23,21.27,61.56,87.52,16.85,91.87,55.14,26.56,6.17,18.13,38.00,19.86,29.93,13.68,20.50,29.57,11.32,14.60,16.77,27.19,,347.45,106.84,121.73,20.23,97.32,101.27,14.73,14.93,340.78,6.25,21.73,157.06,23.80,106.69,207.45,19.24,12.31,30.98,10.22,81.30,30.55,33.96,114.87,102.34,124.50,37.05,581.04,1990.77,441.76,1086.27,234.52,31.02,46.12,632.23,33.84,45.76,45.27,19.62,60.14,303.98,18.41,34.72,43.39,197.80,42.22,340.49,745.39,13.77,38.03,19.50,52.00
6.79,163.90,36.58,37.77,437.37,2521.19,16.54,178.06,261.25,57.89,0.05,499.99,17.02,17.01,45.12,1.16,5.90,141.53,81.07,5.96,455.21,110.65,36.37,159.88,89.31,44.91,647.59,109.68,27.78,49.02,85.06,52.14,63.37,37.16,938.92,178.51,233.16,151.75,34.77,188.21,29.76,79.23,954.19,262.59,167.67,75.06,37.53,161.89,13.23,230.62,60.94,137.61,99.09,160.45,138.48,73.62,17.49,38.33,28.12,17.88,22.03,13.94,24.34,24.24,16.14,274.60,38.06,19.66,11.66,351.84,1200.00,15.17,16.41,140.65,34.05,25.63,23.99,69.67,42.26,21.04,60.41,86.38,16.62,88.35,41.80,25.56,6.16,16.96,37.55,20.03,26.02,13.73,18.54,28.97,11.32,13.94,16.36,26.36,,345.12,100.96,113.78,20.09,40.31,110.03,14.62,14.43,337.59,6.08,21.27,150.26,24.36,108.89,175.03,18.91,12.65,31.98,10.91,81.88,31.77,34.48,110.08,98.26,114.32,31.23,580.15,1997.79,438.06,1085.45,235.90,30.52,46.09,624.18,32.73,44.91,45.64,18.62,61.47,302.19,18.39,34.86,43.16,188.31,42.25,341.25,744.26,14.21,33.00,19.50,44.00
6.75,171.77,37.34,38.72,410.95,2494.41,18.79,176.95,261.56,58.73,0.05,489.55,17.69,17.20,42.59,1.18,5.95,139.69,81.64,6.00,440.17,110.38,35.55,147.30,79.77,44.98,643.23,111.19,25.93,46.84,84.17,50.91,62.51,36.46,930.11,179.45,221.43,150.81,35.21,186.59,32.94,79.45,945.46,260.02,163.81,75.07,38.36,159.92,15.08,228.76,112.97,133.12,92.38,155.87,131.67,83.56,16.66,38.00,28.21,17.89,19.23,13.10,24.19,22.81,16.95,272.42,38.07,19.64,10.09,346.32,1202.22,15.03,16.30,147.91,33.29,25.12,23.66,66.04,41.72,19.39,61.91,83.40,16.41,87.49,41.94,25.07,6.17,15.60,36.41,18.26,28.55,13.80,17.89,28.08,11.32,14.30,16.47,27.05,,348.46,102.52,114.60,20.48,41.06,107.58,14.59,13.70,336.63,5.52,19.27,143.16,24.61,116.67,164.87,18.73,12.07,30.42,13.13,81.03,30.75,32.23,110.50,95.95,104.56,32.80,579.99,2039.78,437.30,1088.06,232.26,30.93,46.36,622.45,32.39,42.59,45.52,18.97,60.04,303.90,19.98,35.58,42.83,188.26,42.09,335.30,738.81,13.09,32.62,19.50,41.50
6.95,168.99,40.45,40.02,418.33,2488.73,16.34,176.91,261.63,57.30,0.04,492.50,17.62,17.21,40.61,1.48,5.89,146.47,81.33,5.77,436.22,112.72,34.79,148.30,79.28,44.75,647.58,109.89,25.59,48.61,87.74,51.69,61.91,36.45,925.32,178.28,223.26,270.25,35.63,186.49,31.43,78.24,942.90,254.63,165.89,73.79,40.89,159.93,13.13,224.67,122.59,131.06,93.53,154.86,130.09,85.77,17.54,38.09,27.62,18.32,18.83,13.77,23.73,24.21,14.09,273.46,37.71,19.61,13.95,345.24,1202.16,14.67,16.34,146.50,32.93,24.41,22.75,65.10,41.58,19.95,61.53,82.91,16.40,86.03,41.84,25.22,6.21,15.79,35.47,17.63,26.34,13.73,17.30,28.35,11.32,14.40,16.06,25.95,,346.88,100.75,108.41,20.23,38.55,125.19,20.41,13.41,337.28,5.41,18.75,142.61,24.50,108.73,185.81,18.64,12.12,29.51,8.54,80.94,30.32,32.13,108.02,93.25,95.62,31.48,582.86,2052.92,427.72,1084.42,232.49,30.99,46.31,618.05,33.26,42.52,44.98,18.91,59.71,301.12,20.26,34.95,43.07,196.07,42.16,336.07,729.98,13.91,32.99,19.00,43.00
5.46,171.55,39.02,39.81,413.26,2479.01,16.07,166.72,261.45,55.27,0.04,487.62,13.23,17.05,40.10,1.56,5.65,163.41,78.06,5.62,432.11,111.18,34.86,150.70,82.38,45.29,635.37,109.38,25.95,48.00,95.16,52.01,61.59,36.13,921.31,178.84,233.49,300.56,36.44,188.66,30.74,77.21,936.73,252.89,166.44,74.81,42.80,158.78,15.11,223.09,114.68,129.06,94.27,153.70,129.80,97.77,17.49,38.06,27.20,16.63,18.19,14.54,24.01,21.49,13.70,271.38,37.52,19.62,9.39,345.54,1217.28,14.21,16.32,144.12,33.45,24.77,21.84,62.09,40.94,19.38,60.99,82.45,16.34,85.48,41.69,24.98,6.16,17.16,36.64,16.37,26.55,13.41,17.20,27.19,11.32,12.88,16.64,26.06,,361.05,99.11,110.95,19.91,38.66,113.94,20.59,12.39,336.51,5.84,18.63,141.13,24.01,104.43,186.15,18.24,11.90,28.56,9.04,81.69,31.08,31.84,114.81,95.34,93.66,31.16,579.99,2126.37,441.00,1081.89,230.18,30.53,42.61,615.57,33.17,43.10,45.33,18.70,59.58,302.27,20.02,35.38,42.48,198.20,42.81,334.59,735.12,13.34,32.05,19.50,42.00
